"","PORT_CODE","PACFIN_PORT_CODE","COUNTY_CODE","PORT_NAME","LATITUDE","LONGITUDE","COUNTY_CODE.1","COUNTY_NAME","STATE"
"290",764,"OLA","ORG","BALBOA",33.6019409999774,-117.899467999648,"ORG","Orange","CA"
"291",765,"OLA","ORG","CORONA DEL MAR",33.5966201865529,-117.871207532479,"ORG","Orange","CA"
"292",767,"DNA","ORG","DANA POINT",33.4727650001049,-117.697950000192,"ORG","Orange","CA"
"293",768,"OLA","ORG","HUNTINGTON BEACH",33.6647050003358,-118.012553000321,"ORG","Orange","CA"
"294",769,"OLA","ORG","RIVERSIDE",33.9474299998948,-117.400412000114,"ORG","Orange","CA"
"295",772,"OLA","ORG","CAPISTRANO",33.4648579996972,-117.671692999832,"ORG","Orange","CA"
"296",774,"OLA","LAX","INGLEWOOD",33.9597970000316,-118.3439349999,"LAX","Los Angeles","CA"
"297",775,"OLA","RVS","BEAUMONT",33.9325350000904,-116.966061999661,"RVS","Riverside","CA"
"298",776,"OLA","LAX","PLAYA DEL REY",33.9489570001656,-118.444738999905,"LAX","Los Angeles","CA"
"299",777,"OLA","LAX","LYNWOOD",33.9305009998216,-118.211648999601,"LAX","Los Angeles","CA"
"300",778,"OLA","LAX","PARAMOUNT",33.8981859997843,-118.168827999812,"LAX","Los Angeles","CA"
"301",779,"OLA","LAX","HARBOR CITY",33.7899339998544,-118.297476999664,"LAX","Los Angeles","CA"
"302",780,"OLA","ORG","FULLERTON",33.8703939996835,-117.924302000037,"ORG","Orange","CA"
"303",781,"OLA","LAX","WALNUT",34.0380060003768,-117.859646999709,"LAX","Los Angeles","CA"
"304",782,"OCA","ICA","VICTORVILLE",34.5069659996814,-117.330135999577,"ICA","Inland Counties","CA"
"305",783,"OCA","ICA","BISHOP",37.367644999917,-118.39532199991,"ICA","Inland Counties","CA"
"306",784,"OLA","SBN","SAN BERNARDINO",34.1359869997006,-117.29416099983,"SBN","San Bernadino","CA"
"307",787,"OBV","VNT","CAMARILLO",34.2126469996596,-119.03630900026,"VNT","Ventura","CA"
"308",788,"OCA","ICA","NEWBERRY SPRINGS",34.8277777777778,-116.6875,"ICA","Inland Counties","CA"
"309",789,"OLA","SBN","UPLAND",34.1069149999275,-117.651343000279,"SBN","San Bernadino","CA"
"310",790,"OLA","ORG","IRVINE",33.6714280001023,-117.791423000271,"ORG","Orange","CA"
"311",791,"OCA","ICA","YUCCA VALLEY",34.1209379999889,-116.422320999814,"ICA","Inland Counties","CA"
"312",792,"OLA","SBN","BLOOMINGTON",34.0631970001417,-117.396398000267,"SBN","San Bernadino","CA"
"313",796,"OLA","LAX","PASADENA",34.1458900004233,-118.132350000252,"LAX","Los Angeles","CA"
"314",799,"OCA","ICA","LAKE CROWLEY",NA,NA,"ICA","Inland Counties","CA"
"315",800,"OSD","SDG","SAN DIEGO AREA",NA,NA,"SDG","San Diego","CA"
"316",801,"OBV","VNT","THOUSAND OAKS",34.1997840000318,-118.868585999844,"VNT","Ventura","CA"
"317",802,"OLA","LAX","NEWHALL",34.3814500004174,-118.530043000084,"LAX","Los Angeles","CA"
"318",803,"OLA","LAX","RESEDA",34.2010849997732,-118.536041999738,"LAX","Los Angeles","CA"
"319",805,"OLA","LAX","CHATSWORTH",34.257230999811,-118.597313999641,"LAX","Los Angeles","CA"
"320",852,"OSD","SDG","POWAY",32.9863709999219,-117.023460999925,"SDG","San Diego","CA"
"321",856,"OCA","ICA","PALM SPRINGS",33.8014379997641,-116.543190999765,"ICA","Inland Counties","CA"
"322",551,"OCA","ICA","KERMAN",36.7226140001363,-120.060193999853,"ICA","Inland Counties","CA"
"323",509,"OCA","ICA","LINDSAY",36.2049519996353,-119.091378000094,"ICA","Inland Counties","CA"
"324",860,"OSD","SDG","SANTEE",32.8551700001955,-116.983141000357,"SDG","San Diego","CA"
"325",861,"OSD","SDG","FALLBROOK",33.3765450001519,-117.23817399993,"SDG","San Diego","CA"
"326",862,"OSD","SDG","SAN MARCOS",33.1385769997289,-117.174208999945,"SDG","San Diego","CA"
"327",864,"OSD","SDG","BONITA",32.6630659995964,-117.042098999669,"SDG","San Diego","CA"
"328",866,"OCA","ICA","IMPERIAL",32.8374909997101,-115.569961999746,"ICA","Inland Counties","CA"
"329",872,"OCA","ICA","WINTERHAVEN",32.7380769999538,-114.633228000072,"ICA","Inland Counties","CA"
"330",875,"OCA","ICA","NILAND",33.2391079997346,-115.519042999734,"ICA","Inland Counties","CA"
"331",877,"OSD","SDG","LEMON GROVE",32.7342319998071,-117.0320779998,"SDG","San Diego","CA"
"332",879,"OSD","SDG","EL CAJON",32.7949569996661,-116.962358999768,"SDG","San Diego","CA"
"333",882,"OSD","SDG","NATIONAL CITY",32.6695209995947,-117.095430000294,"SDG","San Diego","CA"
"334",883,"OCN","SDG","OCEANSIDE",33.1835859996943,-117.36923899968,"SDG","San Diego","CA"
"335",884,"OSD","SDG","CORONADO",32.6803479997607,-117.175966000031,"SDG","San Diego","CA"
"336",888,"OSD","SDG","LA JOLLA",32.8475209999945,-117.274609000205,"SDG","San Diego","CA"
"337",889,"OSD","SDG","CHULA VISTA",32.6413029996339,-117.09350899984,"SDG","San Diego","CA"
"338",890,"OSD","SDG","DEL MAR",32.9642939998684,-117.265191000264,"SDG","San Diego","CA"
"339",891,"OSD","SDG","CARLSBAD",33.1229619999966,-117.326899999635,"SDG","San Diego","CA"
"340",893,"OSD","SDG","CARDIFF",33.0190959999807,-117.282230000014,"SDG","San Diego","CA"
"341",894,"OSD","SDG","ENCINITAS",33.051766000201,-117.260929999819,"SDG","San Diego","CA"
"342",896,"OCA","ICA","OTHER CALIFORNIA PORTS",NA,NA,"ICA","Inland Counties","CA"
"343",897,"OSD","SDG","VISTA",33.2016020004322,-117.243469000394,"SDG","San Diego","CA"
"344",898,"OSD","SDG","LA MESA",32.7697019996479,-117.024804999851,"SDG","San Diego","CA"
"345",899,"OSD","SDG","ESCONDIDO",33.1216319998172,-117.08144400014,"SDG","San Diego","CA"
"346",2,"AST","CLP","ASTORIA",46.1858649996702,-123.813032000027,"CLP","Clatsop","OR"
"347",6,"CNB","CLP","CANNON BEACH",45.8880029999387,-123.962275999937,"CLP","Clatsop","OR"
"348",8,"NHL","TLM","NEHALEM BAY",45.7175549997637,-123.894225000383,"TLM","Tillamook","OR"
"349",10,"TLL","TLM","GARIBALDI (TILLAMOOK)",45.5618139997166,-123.904997999858,"TLM","Tillamook","OR"
"350",14,"SLK","TLM","SAND LAKE",45.3033310002257,-123.923047000319,"TLM","Tillamook","OR"
"351",16,"PCC","TLM","PACIFIC CITY",45.201849999578,-123.961701000401,"TLM","Tillamook","OR"
"352",18,"SRV","LCN","SALMON RIVER",45.0466666666666,-124.006111111111,"LCN","Lincoln","OR"
"353",20,"SLZ","LCN","SILETZ BAY",NA,NA,"LCN","Lincoln","OR"
"354",22,"DPO","LCN","DEPOE BAY",44.8089690004193,-124.061738000108,"LCN","Lincoln","OR"
"355",30,"FLR","LNE","FLORENCE",43.9909429999198,-124.101371000371,"LNE","Lane","OR"
"356",32,"WIN","DGL","WINCHESTER BAY",43.6749369998428,-124.173945999908,"DGL","Douglas","OR"
"357",34,"COS","COS","CHARLESTON (COOS BAY)",43.3400899996539,-124.329103000003,"COS","Coos","OR"
"358",36,"BDN","COS","BANDON",43.1158710001468,-124.414822000435,"COS","Coos","OR"
